Member State Code,Member State Name,Week - Begin Date,Week - End Date,Week Number,Category,Unit,Price,Year
IE,Ireland,1997-12-15,1997-12-21,51,Heifers,100kg,235.1,1997
IE,Ireland,1996-12-30,1997-01-05,1,Heifers,100kg,237.9,1997
IE,Ireland,1997-11-03,1997-11-09,45,Heifers,100kg,240.1,1997
IE,Ireland,1997-01-06,1997-01-12,2,Heifers,100kg,236.2,1997
IE,Ireland,1997-12-01,1997-12-07,49,Heifers,100kg,239.5,1997
IE,Ireland,1997-12-08,1997-12-14,50,Heifers,100kg,235.1,1997
IE,Ireland,1997-01-13,1997-01-19,3,Heifers,100kg,240.2,1997
IE,Ireland,1997-11-10,1997-11-16,46,Heifers,100kg,242.6,1997
IE,Ireland,1997-10-27,1997-11-02,44,Heifers,100kg,241.7,1997
IE,Ireland,1997-01-20,1997-01-26,4,Heifers,100kg,240.9,1997
IE,Ireland,1997-10-20,1997-10-26,43,Heifers,100kg,238.2,1997
IE,Ireland,1997-10-13,1997-10-19,42,Heifers,100kg,237.0,1997
IE,Ireland,1997-10-06,1997-10-12,41,Heifers,100kg,236.2,1997
IE,Ireland,1997-01-27,1997-02-02,5,Heifers,100kg,240.0,1997
IE,Ireland,1997-11-17,1997-11-23,47,Heifers,100kg,243.6,1997
IE,Ireland,1997-09-15,1997-09-21,38,Heifers,100kg,240.8,1997
IE,Ireland,1997-02-03,1997-02-09,6,Heifers,100kg,237.7,1997
IE,Ireland,1997-12-22,1997-12-28,52,Heifers,100kg,235.1,1997
IE,Ireland,1997-11-24,1997-11-30,48,Heifers,100kg,243.3,1997
IE,Ireland,1998-06-15,1998-06-21,25,Heifers,100kg,249.3,1998
IE,Ireland,1998-01-19,1998-01-25,4,Heifers,100kg,230.4,1998
IE,Ireland,1998-06-08,1998-06-14,24,Heifers,100kg,247.5,1998
IE,Ireland,1998-03-16,1998-03-22,12,Heifers,100kg,236.4,1998
IE,Ireland,1998-05-25,1998-05-31,22,Heifers,100kg,246.6,1998
IE,Ireland,1998-03-09,1998-03-15,11,Heifers,100kg,235.2,1998
IE,Ireland,1998-08-10,1998-08-16,33,Heifers,100kg,229.4,1998
IE,Ireland,1998-01-12,1998-01-18,3,Heifers,100kg,225.7,1998
IE,Ireland,1998-11-09,1998-11-15,46,Heifers,100kg,203.3,1998
IE,Ireland,1998-06-01,1998-06-07,23,Heifers,100kg,248.1,1998
IE,Ireland,1998-09-21,1998-09-27,39,Heifers,100kg,210.7,1998
IE,Ireland,1998-08-17,1998-08-23,34,Heifers,100kg,230.6,1998
IE,Ireland,1998-11-16,1998-11-22,47,Heifers,100kg,204.1,1998
IE,Ireland,1998-07-13,1998-07-19,29,Heifers,100kg,238.3,1998
IE,Ireland,1998-03-02,1998-03-08,10,Heifers,100kg,233.5,1998
IE,Ireland,1998-07-06,1998-07-12,28,Heifers,100kg,241.8,1998
IE,Ireland,1998-02-23,1998-03-01,9,Heifers,100kg,231.9,1998
IE,Ireland,1998-07-20,1998-07-26,30,Heifers,100kg,236.3,1998
IE,Ireland,1998-10-05,1998-10-11,41,Heifers,100kg,209.7,1998
IE,Ireland,1998-01-26,1998-02-01,5,Heifers,100kg,233.3,1998
IE,Ireland,1998-10-12,1998-10-18,42,Heifers,100kg,199.7,1998
IE,Ireland,1998-07-27,1998-08-02,31,Heifers,100kg,232.8,1998
IE,Ireland,1998-10-19,1998-10-25,43,Heifers,100kg,202.9,1998
IE,Ireland,1998-10-26,1998-11-01,44,Heifers,100kg,202.1,1998
IE,Ireland,1998-06-22,1998-06-28,26,Heifers,100kg,246.4,1998
IE,Ireland,1998-02-02,1998-02-08,6,Heifers,100kg,233.4,1998
IE,Ireland,1998-11-02,1998-11-08,45,Heifers,100kg,202.4,1998
IE,Ireland,1998-06-29,1998-07-05,27,Heifers,100kg,245.3,1998
IE,Ireland,1998-08-03,1998-08-09,32,Heifers,100kg,230.9,1998
IE,Ireland,1998-09-28,1998-10-04,40,Heifers,100kg,210.2,1998
IE,Ireland,1998-05-04,1998-05-10,19,Heifers,100kg,243.4,1998
IE,Ireland,1998-11-30,1998-12-06,49,Heifers,100kg,202.1,1998
IE,Ireland,1998-12-21,1998-12-27,52,Heifers,100kg,202.8,1998
IE,Ireland,1998-02-09,1998-02-15,7,Heifers,100kg,233.1,1998
IE,Ireland,1998-08-24,1998-08-30,35,Heifers,100kg,228.4,1998
IE,Ireland,1998-05-11,1998-05-17,20,Heifers,100kg,242.9,1998
IE,Ireland,1998-12-14,1998-12-20,51,Heifers,100kg,202.8,1998
IE,Ireland,1998-04-06,1998-04-12,15,Heifers,100kg,233.4,1998
IE,Ireland,1998-03-30,1998-04-05,14,Heifers,100kg,240.4,1998
IE,Ireland,1998-04-27,1998-05-03,18,Heifers,100kg,242.4,1998
IE,Ireland,1998-09-07,1998-09-13,37,Heifers,100kg,220.6,1998
IE,Ireland,1998-01-05,1998-01-11,2,Heifers,100kg,228.1,1998
IE,Ireland,1998-12-07,1998-12-13,50,Heifers,100kg,202.6,1998
IE,Ireland,1998-04-20,1998-04-26,17,Heifers,100kg,242.2,1998
IE,Ireland,1998-04-13,1998-04-19,16,Heifers,100kg,240.8,1998
IE,Ireland,1997-12-29,1998-01-04,1,Heifers,100kg,234.5,1998
IE,Ireland,1998-12-28,1999-01-03,53,Heifers,100kg,203.6,1998
IE,Ireland,1998-09-14,1998-09-20,38,Heifers,100kg,217.3,1998
IE,Ireland,1998-03-23,1998-03-29,13,Heifers,100kg,238.3,1998
IE,Ireland,1998-02-16,1998-02-22,8,Heifers,100kg,231.1,1998
IE,Ireland,1998-08-31,1998-09-06,36,Heifers,100kg,224.6,1998
IE,Ireland,1998-05-18,1998-05-24,21,Heifers,100kg,245.7,1998
IE,Ireland,1998-11-23,1998-11-29,48,Heifers,100kg,202.6,1998
IE,Ireland,1999-04-26,1999-05-02,17,Heifers,100kg,226.8,1999
IE,Ireland,1999-01-25,1999-01-31,4,Heifers,100kg,205.1,1999
IE,Ireland,1999-12-20,1999-12-26,51,Heifers,100kg,217.1,1999
IE,Ireland,1999-10-25,1999-10-31,43,Heifers,100kg,215.0,1999
IE,Ireland,1999-04-12,1999-04-18,15,Heifers,100kg,227.3,1999
IE,Ireland,1999-07-26,1999-08-01,30,Heifers,100kg,224.5,1999
IE,Ireland,1999-07-19,1999-07-25,29,Heifers,100kg,226.5,1999
IE,Ireland,1999-02-01,1999-02-07,5,Heifers,100kg,205.7,1999
IE,Ireland,1999-04-19,1999-04-25,16,Heifers,100kg,227.9,1999
IE,Ireland,1999-10-18,1999-10-24,42,Heifers,100kg,214.5,1999
IE,Ireland,1999-10-11,1999-10-17,41,Heifers,100kg,215.2,1999
IE,Ireland,1999-01-04,1999-01-10,1,Heifers,100kg,204.4,1999
IE,Ireland,1999-03-08,1999-03-14,10,Heifers,100kg,212.6,1999
IE,Ireland,1999-07-12,1999-07-18,28,Heifers,100kg,230.1,1999
IE,Ireland,1999-12-27,2000-01-02,52,Heifers,100kg,217.1,1999
IE,Ireland,1999-11-15,1999-11-21,46,Heifers,100kg,215.7,1999
IE,Ireland,1999-12-06,1999-12-12,49,Heifers,100kg,217.1,1999
IE,Ireland,1999-06-14,1999-06-20,24,Heifers,100kg,234.4,1999
IE,Ireland,1999-03-29,1999-04-04,13,Heifers,100kg,225.8,1999
IE,Ireland,1999-05-31,1999-06-06,22,Heifers,100kg,230.0,1999
IE,Ireland,1999-05-24,1999-05-30,21,Heifers,100kg,227.4,1999
IE,Ireland,1999-11-22,1999-11-28,47,Heifers,100kg,216.2,1999
IE,Ireland,1999-03-22,1999-03-28,12,Heifers,100kg,222.8,1999
IE,Ireland,1999-11-29,1999-12-05,48,Heifers,100kg,216.4,1999
IE,Ireland,1999-06-07,1999-06-13,23,Heifers,100kg,230.2,1999
IE,Ireland,1999-08-02,1999-08-08,31,Heifers,100kg,224.1,1999
IE,Ireland,1999-01-18,1999-01-24,3,Heifers,100kg,206.7,1999
IE,Ireland,1999-06-28,1999-07-04,26,Heifers,100kg,231.6,1999
IE,Ireland,1999-07-05,1999-07-11,27,Heifers,100kg,230.8,1999
IE,Ireland,1999-12-13,1999-12-19,50,Heifers,100kg,217.1,1999
IE,Ireland,1999-05-10,1999-05-16,19,Heifers,100kg,226.5,1999
IE,Ireland,1999-04-05,1999-04-11,14,Heifers,100kg,228.0,1999
IE,Ireland,1999-05-03,1999-05-09,18,Heifers,100kg,224.6,1999
IE,Ireland,1999-11-08,1999-11-14,45,Heifers,100kg,214.3,1999
IE,Ireland,1999-05-17,1999-05-23,20,Heifers,100kg,226.9,1999
IE,Ireland,1999-06-21,1999-06-27,25,Heifers,100kg,233.0,1999
IE,Ireland,1999-01-11,1999-01-17,2,Heifers,100kg,205.3,1999
IE,Ireland,1999-03-15,1999-03-21,11,Heifers,100kg,217.4,1999
IE,Ireland,1999-11-01,1999-11-07,44,Heifers,100kg,215.7,1999
IE,Ireland,1999-08-23,1999-08-29,34,Heifers,100kg,218.0,1999
IE,Ireland,1999-09-13,1999-09-19,37,Heifers,100kg,220.7,1999
IE,Ireland,1999-10-04,1999-10-10,40,Heifers,100kg,215.9,1999
IE,Ireland,1999-02-15,1999-02-21,7,Heifers,100kg,205.4,1999
IE,Ireland,1999-08-16,1999-08-22,33,Heifers,100kg,221.1,1999
IE,Ireland,1999-02-08,1999-02-14,6,Heifers,100kg,205.4,1999
IE,Ireland,1999-03-01,1999-03-07,9,Heifers,100kg,212.6,1999
IE,Ireland,1999-09-20,1999-09-26,38,Heifers,100kg,216.9,1999
IE,Ireland,1999-08-09,1999-08-15,32,Heifers,100kg,222.8,1999
IE,Ireland,1999-08-30,1999-09-05,35,Heifers,100kg,218.0,1999
IE,Ireland,1999-09-27,1999-10-03,39,Heifers,100kg,215.3,1999
IE,Ireland,1999-09-06,1999-09-12,36,Heifers,100kg,217.9,1999
IE,Ireland,1999-02-22,1999-02-28,8,Heifers,100kg,206.0,1999
IE,Ireland,2000-05-22,2000-05-28,21,Heifers,100kg,254.7,2000
IE,Ireland,2000-05-29,2000-06-04,22,Heifers,100kg,259.0,2000
IE,Ireland,2000-08-21,2000-08-27,34,Heifers,100kg,257.4,2000
IE,Ireland,2000-03-13,2000-03-19,11,Heifers,100kg,235.0,2000
IE,Ireland,2000-08-28,2000-09-03,35,Heifers,100kg,257.8,2000
IE,Ireland,2000-09-18,2000-09-24,38,Heifers,100kg,256.4,2000
IE,Ireland,2000-12-04,2000-12-10,49,Heifers,100kg,222.0,2000
IE,Ireland,2000-05-15,2000-05-21,20,Heifers,100kg,250.6,2000
IE,Ireland,2000-10-23,2000-10-29,43,Heifers,100kg,244.6,2000
IE,Ireland,2000-03-27,2000-04-02,13,Heifers,100kg,235.0,2000
IE,Ireland,2000-06-12,2000-06-18,24,Heifers,100kg,264.2,2000
IE,Ireland,2000-02-21,2000-02-27,8,Heifers,100kg,234.9,2000
IE,Ireland,2000-02-28,2000-03-05,9,Heifers,100kg,234.9,2000
IE,Ireland,2000-08-14,2000-08-20,33,Heifers,100kg,255.3,2000
IE,Ireland,2000-10-30,2000-11-05,44,Heifers,100kg,245.3,2000
IE,Ireland,2000-01-17,2000-01-23,3,Heifers,100kg,218.5,2000
IE,Ireland,2000-09-25,2000-10-01,39,Heifers,100kg,251.2,2000
IE,Ireland,2000-06-19,2000-06-25,25,Heifers,100kg,263.0,2000
IE,Ireland,2000-11-06,2000-11-12,45,Heifers,100kg,247.2,2000
IE,Ireland,2000-11-13,2000-11-19,46,Heifers,100kg,237.7,2000
IE,Ireland,2000-01-24,2000-01-30,4,Heifers,100kg,234.3,2000
IE,Ireland,2000-11-27,2000-12-03,48,Heifers,100kg,224.9,2000
IE,Ireland,2000-02-07,2000-02-13,6,Heifers,100kg,233.9,2000
IE,Ireland,2000-06-05,2000-06-11,23,Heifers,100kg,263.6,2000
IE,Ireland,2000-08-07,2000-08-13,32,Heifers,100kg,257.2,2000
IE,Ireland,2000-11-20,2000-11-26,47,Heifers,100kg,227.2,2000
IE,Ireland,2000-07-03,2000-07-09,27,Heifers,100kg,259.9,2000
IE,Ireland,2000-06-26,2000-07-02,26,Heifers,100kg,263.2,2000
IE,Ireland,2000-03-20,2000-03-26,12,Heifers,100kg,236.9,2000
IE,Ireland,2000-01-10,2000-01-16,2,Heifers,100kg,218.5,2000
IE,Ireland,2000-05-01,2000-05-07,18,Heifers,100kg,245.7,2000
IE,Ireland,2000-09-11,2000-09-17,37,Heifers,100kg,258.6,2000
IE,Ireland,2000-09-04,2000-09-10,36,Heifers,100kg,259.0,2000
IE,Ireland,2000-12-18,2000-12-24,51,Heifers,100kg,227.7,2000
IE,Ireland,2000-01-03,2000-01-09,1,Heifers,100kg,218.0,2000
IE,Ireland,2000-02-14,2000-02-20,7,Heifers,100kg,234.8,2000
IE,Ireland,2000-04-10,2000-04-16,15,Heifers,100kg,239.3,2000
IE,Ireland,2000-04-24,2000-04-30,17,Heifers,100kg,246.2,2000
IE,Ireland,2000-07-24,2000-07-30,30,Heifers,100kg,258.5,2000
IE,Ireland,2000-12-25,2000-12-31,52,Heifers,100kg,236.9,2000
IE,Ireland,2000-10-16,2000-10-22,42,Heifers,100kg,243.0,2000
IE,Ireland,2000-03-06,2000-03-12,10,Heifers,100kg,234.4,2000
IE,Ireland,2000-07-31,2000-08-06,31,Heifers,100kg,255.5,2000
IE,Ireland,2000-04-17,2000-04-23,16,Heifers,100kg,242.4,2000
IE,Ireland,2000-07-17,2000-07-23,29,Heifers,100kg,258.6,2000
IE,Ireland,2000-10-02,2000-10-08,40,Heifers,100kg,249.0,2000
IE,Ireland,2000-01-31,2000-02-06,5,Heifers,100kg,232.0,2000
IE,Ireland,2000-10-09,2000-10-15,41,Heifers,100kg,245.3,2000
IE,Ireland,2000-05-08,2000-05-14,19,Heifers,100kg,247.1,2000
IE,Ireland,2000-04-03,2000-04-09,14,Heifers,100kg,239.7,2000
IE,Ireland,2000-12-11,2000-12-17,50,Heifers,100kg,224.1,2000
IE,Ireland,2000-07-10,2000-07-16,28,Heifers,100kg,258.1,2000
IE,Ireland,2001-11-05,2001-11-11,45,Heifers,100kg,223.2,2001
IE,Ireland,2001-03-12,2001-03-18,11,Heifers,100kg,240.9,2001
IE,Ireland,2001-09-24,2001-09-30,39,Heifers,100kg,226.0,2001
IE,Ireland,2001-12-24,2001-12-30,52,Heifers,100kg,233.1,2001
IE,Ireland,2001-11-19,2001-11-25,47,Heifers,100kg,228.6,2001
IE,Ireland,2001-04-16,2001-04-22,16,Heifers,100kg,242.0,2001
IE,Ireland,2001-01-15,2001-01-21,3,Heifers,100kg,250.1,2001
IE,Ireland,2001-11-12,2001-11-18,46,Heifers,100kg,226.0,2001
IE,Ireland,2001-01-01,2001-01-07,1,Heifers,100kg,245.2,2001
IE,Ireland,2001-08-13,2001-08-19,33,Heifers,100kg,212.6,2001
IE,Ireland,2001-06-11,2001-06-17,24,Heifers,100kg,240.2,2001
IE,Ireland,2001-02-05,2001-02-11,6,Heifers,100kg,238.8,2001
IE,Ireland,2001-09-17,2001-09-23,38,Heifers,100kg,223.1,2001
IE,Ireland,2001-12-03,2001-12-09,49,Heifers,100kg,230.5,2001
IE,Ireland,2001-03-26,2001-04-01,13,Heifers,100kg,240.2,2001
IE,Ireland,2001-12-10,2001-12-16,50,Heifers,100kg,228.8,2001
IE,Ireland,2001-02-12,2001-02-18,7,Heifers,100kg,226.9,2001
IE,Ireland,2001-01-08,2001-01-14,2,Heifers,100kg,248.1,2001
IE,Ireland,2001-05-07,2001-05-13,19,Heifers,100kg,243.7,2001
IE,Ireland,2001-08-27,2001-09-02,35,Heifers,100kg,220.6,2001
IE,Ireland,2001-05-14,2001-05-20,20,Heifers,100kg,235.3,2001
IE,Ireland,2001-04-02,2001-04-08,14,Heifers,100kg,240.6,2001
IE,Ireland,2001-04-30,2001-05-06,18,Heifers,100kg,242.5,2001
IE,Ireland,2001-08-20,2001-08-26,34,Heifers,100kg,217.5,2001
IE,Ireland,2001-09-03,2001-09-09,36,Heifers,100kg,220.0,2001
IE,Ireland,2001-05-28,2001-06-03,22,Heifers,100kg,233.1,2001
IE,Ireland,2001-09-10,2001-09-16,37,Heifers,100kg,225.3,2001
IE,Ireland,2001-03-19,2001-03-25,12,Heifers,100kg,240.4,2001
IE,Ireland,2001-04-23,2001-04-29,17,Heifers,100kg,242.8,2001
IE,Ireland,2001-04-09,2001-04-15,15,Heifers,100kg,241.1,2001
IE,Ireland,2001-06-04,2001-06-10,23,Heifers,100kg,241.1,2001
IE,Ireland,2001-05-21,2001-05-27,21,Heifers,100kg,239.5,2001
IE,Ireland,2001-11-26,2001-12-02,48,Heifers,100kg,232.4,2001
IE,Ireland,2001-12-17,2001-12-23,51,Heifers,100kg,233.1,2001
IE,Ireland,2001-02-19,2001-02-25,8,Heifers,100kg,227.8,2001
IE,Ireland,2001-03-05,2001-03-11,10,Heifers,100kg,242.1,2001
IE,Ireland,2001-10-08,2001-10-14,41,Heifers,100kg,218.5,2001
IE,Ireland,2001-02-26,2001-03-04,9,Heifers,100kg,235.8,2001
IE,Ireland,2001-07-02,2001-07-08,27,Heifers,100kg,235.0,2001
IE,Ireland,2001-07-09,2001-07-15,28,Heifers,100kg,234.8,2001
IE,Ireland,2001-10-15,2001-10-21,42,Heifers,100kg,221.8,2001
IE,Ireland,2001-01-22,2001-01-28,4,Heifers,100kg,249.9,2001
IE,Ireland,2001-01-29,2001-02-04,5,Heifers,100kg,247.6,2001
IE,Ireland,2001-06-25,2001-07-01,26,Heifers,100kg,240.7,2001
IE,Ireland,2001-08-06,2001-08-12,32,Heifers,100kg,220.7,2001
IE,Ireland,2001-10-29,2001-11-04,44,Heifers,100kg,225.1,2001
IE,Ireland,2001-07-23,2001-07-29,30,Heifers,100kg,231.1,2001
IE,Ireland,2001-07-30,2001-08-05,31,Heifers,100kg,225.1,2001
IE,Ireland,2001-10-01,2001-10-07,40,Heifers,100kg,218.0,2001
IE,Ireland,2001-07-16,2001-07-22,29,Heifers,100kg,238.3,2001
IE,Ireland,2001-06-18,2001-06-24,25,Heifers,100kg,239.9,2001
IE,Ireland,2001-10-22,2001-10-28,43,Heifers,100kg,225.4,2001
IE,Ireland,2002-10-14,2002-10-20,42,Heifers,100kg,227.0,2002
IE,Ireland,2002-04-01,2002-04-07,14,Heifers,100kg,247.6,2002
IE,Ireland,2002-04-22,2002-04-28,17,Heifers,100kg,243.2,2002
IE,Ireland,2002-08-19,2002-08-25,34,Heifers,100kg,227.0,2002
IE,Ireland,2002-10-21,2002-10-27,43,Heifers,100kg,224.6,2002
IE,Ireland,2002-04-08,2002-04-14,15,Heifers,100kg,245.7,2002
IE,Ireland,2002-02-25,2002-03-03,9,Heifers,100kg,248.3,2002
IE,Ireland,2002-09-02,2002-09-08,36,Heifers,100kg,228.8,2002
IE,Ireland,2002-09-09,2002-09-15,37,Heifers,100kg,228.6,2002
IE,Ireland,2002-05-27,2002-06-02,22,Heifers,100kg,244.5,2002
IE,Ireland,2002-08-05,2002-08-11,32,Heifers,100kg,228.9,2002
IE,Ireland,2002-08-26,2002-09-01,35,Heifers,100kg,227.7,2002
IE,Ireland,2002-03-25,2002-03-31,13,Heifers,100kg,248.7,2002
IE,Ireland,2002-05-20,2002-05-26,21,Heifers,100kg,242.6,2002
IE,Ireland,2002-01-28,2002-02-03,5,Heifers,100kg,253.5,2002
IE,Ireland,2002-01-07,2002-01-13,2,Heifers,100kg,245.9,2002
IE,Ireland,2002-07-01,2002-07-07,27,Heifers,100kg,240.3,2002
IE,Ireland,2002-12-02,2002-12-08,49,Heifers,100kg,235.5,2002
IE,Ireland,2002-05-13,2002-05-19,20,Heifers,100kg,244.5,2002
IE,Ireland,2002-09-30,2002-10-06,40,Heifers,100kg,225.2,2002
IE,Ireland,2002-11-25,2002-12-01,48,Heifers,100kg,236.3,2002
IE,Ireland,2002-09-16,2002-09-22,38,Heifers,100kg,230.0,2002
IE,Ireland,2002-02-04,2002-02-10,6,Heifers,100kg,254.7,2002
IE,Ireland,2002-07-08,2002-07-14,28,Heifers,100kg,237.3,2002
IE,Ireland,2002-12-23,2002-12-29,52,Heifers,100kg,237.2,2002
IE,Ireland,2002-10-28,2002-11-03,44,Heifers,100kg,223.1,2002
IE,Ireland,2002-07-29,2002-08-04,31,Heifers,100kg,236.1,2002
IE,Ireland,2002-08-12,2002-08-18,33,Heifers,100kg,229.0,2002
IE,Ireland,2002-11-11,2002-11-17,46,Heifers,100kg,225.8,2002
IE,Ireland,2002-03-11,2002-03-17,11,Heifers,100kg,247.6,2002
IE,Ireland,2002-06-10,2002-06-16,24,Heifers,100kg,244.8,2002
IE,Ireland,2002-01-14,2002-01-20,3,Heifers,100kg,254.5,2002
IE,Ireland,2002-12-09,2002-12-15,50,Heifers,100kg,235.1,2002
IE,Ireland,2002-10-07,2002-10-13,41,Heifers,100kg,226.1,2002
IE,Ireland,2002-07-22,2002-07-28,30,Heifers,100kg,235.7,2002
IE,Ireland,2002-09-23,2002-09-29,39,Heifers,100kg,224.9,2002
IE,Ireland,2002-07-15,2002-07-21,29,Heifers,100kg,235.2,2002
IE,Ireland,2002-06-24,2002-06-30,26,Heifers,100kg,243.4,2002
IE,Ireland,2002-03-18,2002-03-24,12,Heifers,100kg,248.7,2002
IE,Ireland,2002-02-11,2002-02-17,7,Heifers,100kg,252.0,2002
IE,Ireland,2002-05-06,2002-05-12,19,Heifers,100kg,243.4,2002
IE,Ireland,2002-03-04,2002-03-10,10,Heifers,100kg,244.3,2002
IE,Ireland,2002-04-15,2002-04-21,16,Heifers,100kg,245.4,2002
IE,Ireland,2002-11-04,2002-11-10,45,Heifers,100kg,225.4,2002
IE,Ireland,2002-06-17,2002-06-23,25,Heifers,100kg,244.7,2002
IE,Ireland,2002-04-29,2002-05-05,18,Heifers,100kg,243.3,2002
IE,Ireland,2002-12-16,2002-12-22,51,Heifers,100kg,237.2,2002
IE,Ireland,2002-11-18,2002-11-24,47,Heifers,100kg,233.3,2002
IE,Ireland,2002-01-21,2002-01-27,4,Heifers,100kg,257.3,2002
IE,Ireland,2002-02-18,2002-02-24,8,Heifers,100kg,252.5,2002
IE,Ireland,2002-06-03,2002-06-09,23,Heifers,100kg,243.9,2002
IE,Ireland,2001-12-31,2002-01-06,1,Heifers,100kg,240.8,2002
IE,Ireland,2003-08-25,2003-08-31,35,Heifers,100kg,234.5,2003
IE,Ireland,2003-07-21,2003-07-27,30,Heifers,100kg,235.2,2003
IE,Ireland,2003-12-15,2003-12-21,51,Heifers,100kg,240.7,2003
IE,Ireland,2003-07-14,2003-07-20,29,Heifers,100kg,235.3,2003
IE,Ireland,2003-02-24,2003-03-02,9,Heifers,100kg,234.9,2003
IE,Ireland,2003-04-21,2003-04-27,17,Heifers,100kg,232.3,2003
IE,Ireland,2003-12-08,2003-12-14,50,Heifers,100kg,240.2,2003
IE,Ireland,2003-09-29,2003-10-05,40,Heifers,100kg,224.8,2003
IE,Ireland,2003-05-05,2003-05-11,19,Heifers,100kg,230.5,2003
IE,Ireland,2003-03-31,2003-04-06,14,Heifers,100kg,234.0,2003
IE,Ireland,2003-10-13,2003-10-19,42,Heifers,100kg,226.6,2003
IE,Ireland,2003-07-07,2003-07-13,28,Heifers,100kg,235.7,2003
IE,Ireland,2003-01-27,2003-02-02,5,Heifers,100kg,241.1,2003
IE,Ireland,2003-05-12,2003-05-18,20,Heifers,100kg,231.5,2003
IE,Ireland,2002-12-30,2003-01-05,1,Heifers,100kg,239.3,2003
IE,Ireland,2003-04-28,2003-05-04,18,Heifers,100kg,231.1,2003
IE,Ireland,2003-01-06,2003-01-12,2,Heifers,100kg,239.6,2003
IE,Ireland,2003-09-01,2003-09-07,36,Heifers,100kg,230.0,2003
IE,Ireland,2003-02-17,2003-02-23,8,Heifers,100kg,238.0,2003
IE,Ireland,2003-11-17,2003-11-23,47,Heifers,100kg,234.3,2003
IE,Ireland,2003-10-27,2003-11-02,44,Heifers,100kg,229.6,2003
IE,Ireland,2003-08-04,2003-08-10,32,Heifers,100kg,235.5,2003
IE,Ireland,2003-10-06,2003-10-12,41,Heifers,100kg,226.2,2003
IE,Ireland,2003-06-02,2003-06-08,23,Heifers,100kg,238.7,2003
IE,Ireland,2003-07-28,2003-08-03,31,Heifers,100kg,234.4,2003
IE,Ireland,2003-08-11,2003-08-17,33,Heifers,100kg,236.6,2003
IE,Ireland,2003-11-03,2003-11-09,45,Heifers,100kg,230.7,2003
IE,Ireland,2003-06-16,2003-06-22,25,Heifers,100kg,236.9,2003
IE,Ireland,2003-09-22,2003-09-28,39,Heifers,100kg,225.7,2003
IE,Ireland,2003-04-14,2003-04-20,16,Heifers,100kg,233.6,2003
IE,Ireland,2003-01-20,2003-01-26,4,Heifers,100kg,241.2,2003
IE,Ireland,2003-03-17,2003-03-23,12,Heifers,100kg,232.6,2003
IE,Ireland,2003-01-13,2003-01-19,3,Heifers,100kg,242.5,2003
IE,Ireland,2003-04-07,2003-04-13,15,Heifers,100kg,233.7,2003
IE,Ireland,2003-06-23,2003-06-29,26,Heifers,100kg,234.5,2003
IE,Ireland,2003-02-10,2003-02-16,7,Heifers,100kg,239.6,2003
IE,Ireland,2003-06-09,2003-06-15,24,Heifers,100kg,238.8,2003
IE,Ireland,2003-03-10,2003-03-16,11,Heifers,100kg,234.0,2003
IE,Ireland,2003-09-08,2003-09-14,37,Heifers,100kg,228.5,2003
IE,Ireland,2003-11-10,2003-11-16,46,Heifers,100kg,229.6,2003
IE,Ireland,2003-08-18,2003-08-24,34,Heifers,100kg,234.6,2003
IE,Ireland,2003-06-30,2003-07-06,27,Heifers,100kg,236.1,2003
IE,Ireland,2003-05-19,2003-05-25,21,Heifers,100kg,233.8,2003
IE,Ireland,2003-12-22,2003-12-28,52,Heifers,100kg,240.7,2003
IE,Ireland,2003-09-15,2003-09-21,38,Heifers,100kg,228.5,2003
IE,Ireland,2003-12-01,2003-12-07,49,Heifers,100kg,238.1,2003
IE,Ireland,2003-02-03,2003-02-09,6,Heifers,100kg,240.4,2003
IE,Ireland,2003-03-03,2003-03-09,10,Heifers,100kg,233.4,2003
IE,Ireland,2003-10-20,2003-10-26,43,Heifers,100kg,228.3,2003
IE,Ireland,2003-03-24,2003-03-30,13,Heifers,100kg,234.3,2003
IE,Ireland,2003-11-24,2003-11-30,48,Heifers,100kg,235.6,2003
IE,Ireland,2003-05-26,2003-06-01,22,Heifers,100kg,237.8,2003
IE,Ireland,2004-04-19,2004-04-25,17,Heifers,100kg,262.0,2004
IE,Ireland,2004-08-30,2004-09-05,36,Heifers,100kg,254.4,2004
IE,Ireland,2004-12-27,2005-01-02,53,Heifers,100kg,240.5,2004
IE,Ireland,2004-07-19,2004-07-25,30,Heifers,100kg,264.5,2004
IE,Ireland,2004-10-04,2004-10-10,41,Heifers,100kg,238.7,2004
IE,Ireland,2004-12-13,2004-12-19,51,Heifers,100kg,238.7,2004
IE,Ireland,2004-07-26,2004-08-01,31,Heifers,100kg,260.2,2004
IE,Ireland,2004-10-11,2004-10-17,42,Heifers,100kg,236.7,2004
IE,Ireland,2004-09-06,2004-09-12,37,Heifers,100kg,253.1,2004
IE,Ireland,2004-04-12,2004-04-18,16,Heifers,100kg,261.2,2004
IE,Ireland,2004-12-20,2004-12-26,52,Heifers,100kg,238.7,2004
IE,Ireland,2004-06-28,2004-07-04,27,Heifers,100kg,272.0,2004
IE,Ireland,2004-05-31,2004-06-06,23,Heifers,100kg,271.5,2004
IE,Ireland,2004-06-21,2004-06-27,26,Heifers,100kg,276.8,2004
IE,Ireland,2004-05-24,2004-05-30,22,Heifers,100kg,268.1,2004
IE,Ireland,2004-11-22,2004-11-28,48,Heifers,100kg,240.7,2004
